Nama Pemilik,Jenis Pemilik,Nomor Polisi,Provinsi,Alamat Pemilik,Nomor HP,Golongan,Jenis Plat,Tgl Transaksi Terakhir,Tgl Jatuh Tempo,Status Kendaraan,Status Kunjungan
PT SAMUDERA PUSAKA JAYA,Perusahaan,BL-7650-NB,ACEH,JL. CUT MUTIA NO. 08 KEL. PUSONG BARU KEC. BANDA SAKTI KOTA LHOKS,85260054555,EU,Kuning - Kendaraan Umum,2025-06-11,2026-05-08,BELUM LUNAS,BELUM DIKUNJUNGI
PT SAMUDERA PUSAKA JAYA,Perusahaan,BL-1965-NB,ACEH,JL.CUT MEUTIA NO.8,0,EU,Kuning - Kendaraan Umum,2025-06-10,2026-04-30,BELUM LUNAS,BELUM DIKUNJUNGI
PT SAMUDERA PUSAKA JAYA,Perusahaan,BL-1819-NB,ACEH,JL CUT MEUTIA NO.8  LHOKSEUMAWE KEC. BANDA SAKTI KOTA LHOKSEUMAWE,85296005252,EU,Kuning - Kendaraan Umum,2025-02-11,2026-01-16,BELUM LUNAS,BELUM DIKUNJUNGI
PT SAMUDERA  PUSAKA JAYA,Perusahaan,BL-1484-NL,ACEH,JL. CUT MUTIA NO. 8 KEL. KOTA LHOKSEUMAWE KEC. BANDA SAKTI KOTA L,8528787800,EU,Kuning - Kendaraan Umum,2025-06-13,2026-04-05,BELUM LUNAS,BELUM DIKUNJUNGI
PT SALAM TRANSPORT,Perusahaan,BL-1877-NB,ACEH,JL. MERDEKA NO. 9 KEL. KEUDE CUNDA KEC. MUARA DUA KOTA LHOKSEUMAW,81111111111,EU,Kuning - Kendaraan Umum,2025-05-15,2026-03-18,BELUM LUNAS,BELUM DIKUNJUNGI
PTSALAM PUSAKA FAMILINDO,Perusahaan,BL-1217-NB,ACEH,JL. MERDEKA NO. 9 CUNDA KEC. MUARA DUA KOTA LHOKSEUMAWE,0,EU,Kuning - Kendaraan Umum,2024-12-27,2025-12-17,BELUM LUNAS,BELUM DIKUNJUNGI
PTSALAM PUSAKA FAMILINDO,Perusahaan,BL-1837-NB,ACEH,JL. MERDEKA NO. 09 CUNDA KEC. MUARA DUA KOTA LHOKSEUMAWE,85260103652,DU,Kuning - Kendaraan Umum,2026-04-17,2026-07-01,BELUM LUNAS,BELUM DIKUNJUNGI
PT SALAM PUSAKA FAMILINDO,Perusahaan,BL-7591-NB,ACEH,JL. MERDEKA NO.9 CUNDA LHOKSEUMAWE,85200000000,EU,Kuning - Kendaraan Umum,2025-01-15,2025-09-07,BELUM LUNAS,BELUM DIKUNJUNGI
PT SALAM PUSAKA FAMILINDO,Perusahaan,BL-1268-NB,ACEH,JL. MERDEKA NO. 09 KEL. KEUDE CUNDA KEC. MUARA DUA KOTA LHOKSEUMA,9085277842003,DU,Kuning - Kendaraan Umum,2025-04-28,2025-10-28,BELUM LUNAS,BELUM DIKUNJUNGI
PT SALAM PUSAKA FAMILINDO,Perusahaan,BL-7318-NB,ACEH,JL. MERDEKA NO. 09 KEL. KEUDE CUNDA,85131108093,EU,Kuning - Kendaraan Umum,2024-09-27,2025-09-14,BELUM LUNAS,BELUM DIKUNJUNGI
PT SALAM PUSAKA FAMILINDO,Perusahaan,BL-7302-N,ACEH,JL. MERDEKA NO.9 GMPG KEUDE CUNDA,85260121700,EU,Kuning - Kendaraan Umum,2025-06-16,2026-01-28,BELUM LUNAS,BELUM DIKUNJUNGI
PT SALAM PUSAKA FAMILINDO,Perusahaan,BL-7408-NL,ACEH,JLN. MERDEKA NO.104 KEL. KOTA LHOKSEUMAWE KEC. BANDA SAKTI KOTA L,85260121700,EU,Kuning - Kendaraan Umum,2025-08-26,2026-07-13,BELUM LUNAS,BELUM DIKUNJUNGI
PT SALAM PUSAKA FAMILINDO,Perusahaan,BL-1519-NL,ACEH,JL. MERDEKA NO. 9 KEL. KEUDE CUNDA KEC. MUARA DUA KOTA LHOKSEUMAW,81111111111,EU,Kuning - Kendaraan Umum,2025-04-17,2026-03-23,BELUM LUNAS,BELUM DIKUNJUNGI
PT SALAM PUSAKA FAMILINDO,Perusahaan,BL-7321-N,ACEH,DSN. SYAHBANDA LAMA DS. GAMPONG KEUDE CUNDA KEC. MUARA DUA KOTA L,85260121700,EU,Kuning - Kendaraan Umum,2024-10-30,2025-10-24,LUNAS,BELUM DIKUNJUNGI
PT SALAM PUSAKA FAMILINDO,Perusahaan,BL-1626-NB,ACEH,JL. MERDEKA NO. 9 KEL. KEUDE CUNDA KEC. MUARA DUA KOTA LHOKSEUMAW,85260121700,DU,Kuning - Kendaraan Umum,2024-09-20,2025-09-20,BELUM LUNAS,BELUM DIKUNJUNGI
PT SALAM PUSAKA FAMILINDO,Perusahaan,BL-7352-NL,ACEH,JL. MERDEKA NO. 9 KOTA LHOKSEUMAWE KEC BANDA SAKTI KOTA LHOKSEUMA,85215132448,EU,Kuning - Kendaraan Umum,2025-04-22,2025-10-07,BELUM LUNAS,BELUM DIKUNJUNGI
PT RASYA TAMBON PRATAMA,Perusahaan,BL-8621-KS,ACEH,JL. MEDAN - BANDA ACEH DUSUN 1 KEL. TAMBON BAROH KEC. DEWANTARA K,85261115931,F,Kuning - Kendaraan Umum,2025-08-05,2026-03-14,BELUM LUNAS,BELUM DIKUNJUNGI
PT RASYA TAMBON PRATAMA,Perusahaan,BL-8557-KU,ACEH,JLN. MEDAN B ACEH NO. 48 TAMBON BAROH KEC. DEWANTARA KAB. ACEH UT,85277324673,F,Kuning - Kendaraan Umum,2025-08-05,2026-05-02,BELUM LUNAS,BELUM DIKUNJUNGI
PT RASYA TAMBON PRATAMA,Perusahaan,BL-8559-KU,ACEH,JL. MEDAN-BANDA ACEH NO. 48 KEL. TAMBON BAROH KEC. DEWANTARA KAB.,85277324673,F,Kuning - Kendaraan Umum,2025-08-05,2026-05-02,BELUM LUNAS,BELUM DIKUNJUNGI
PT PUPUK ISKANDAR MUDA,Perusahaan,BL-8301-KE,ACEH,JL. MEDAN - BANDA ACEH,80000000000,F,Hitam - Kendaraan Pribadi,2024-12-06,2025-10-19,BELUM LUNAS,BELUM DIKUNJUNGI
PT PUPUK ISKANDAR MUDA,Perusahaan,BL-7167-KB,ACEH,JL. MEDAN - B. ACEH KRUENG GEUKEUH,80000000000,EP,Hitam - Kendaraan Pribadi,2024-11-26,2025-10-16,BELUM LUNAS,BELUM DIKUNJUNGI
PT PRO CAR INTERNASIONAL,Perusahaan,BL-1488-NP,ACEH,JL. SAMUDERA BARU NO. 09B KEL. SIMPANG EMPAT KEC. BANDA SAKTI KOT,82278540559,DP,Hitam - Kendaraan Pribadi,2025-05-09,2025-12-19,BELUM LUNAS,BELUM DIKUNJUNGI
PT PERTAMINA PATRA NIAGA,Perusahaan,BL-9206-N,ACEH,JALAN SAMUDERA NOMOR 2 KEL. HAGU TEUNGOH KEC. BANDA SAKTI KOTA LH,8,A,Hitam - Kendaraan Pribadi,2025-05-28,2026-05-23,BELUM LUNAS,BELUM DIKUNJUNGI
PTPERSEROPELABUHAN INDO I CAB LHO,Perusahaan,BL-1603-NH,ACEH,JLN. PELABUHAN UMUM KRUENG GEUKUEH KEC. MUARA SATU KOTA LHOKSEUMA,82275735127,DP,Hitam - Kendaraan Pribadi,2026-02-24,2026-07-08,BELUM LUNAS,BELUM DIKUNJUNGI
PTPELAYARAN NASIONAL INDONESIA,Perusahaan,BL-1395-NV,ACEH,JL.MERDEKA NO.72. KEC.BANDA SAKTI KOTA LHOKSEUMAWE,85277817521,DP,Hitam - Kendaraan Pribadi,2025-10-30,2026-07-11,BELUM LUNAS,BELUM DIKUNJUNGI
PTPASHA JAYA,Perusahaan,BL-8722-NB,ACEH,JL.MEDAN B.ACEH BATUPHAT,812693544,F,Kuning - Kendaraan Umum,2025-05-14,2026-05-12,LUNAS,BELUM DIKUNJUNGI
PTPANGGOI JAYA ABADI,Perusahaan,BL-8613-NP,ACEH,DUSUN A BAHAGIA KEL. PANGGOI KEC. MUARA DUA KOTA LHOKSEUMAWE,81360145337,F,Kuning - Kendaraan Umum,2025-08-25,2026-04-04,BELUM LUNAS,BELUM DIKUNJUNGI
PTPANGGOI JAYA ABADI,Perusahaan,BL-8721-N,ACEH,JL.BANDA ACEH - MEDAN NO.60 DUSUN.A BAHAGIA KEL PANGGOI KEC MUARA,823456567,F,Kuning - Kendaraan Umum,2025-07-09,2026-07-10,BELUM LUNAS,BELUM DIKUNJUNGI
PT PANGGOI JAYA ABADI,Perusahaan,BL-8861-NL,ACEH,JL. B. ACEH - MEDAN NO. 60 DSN A. BAHAGIA KEL PANGGOI,81360145337,F,Kuning - Kendaraan Umum,2024-11-12,2025-11-07,BELUM LUNAS,BELUM DIKUNJUNGI
PT PANGGOI JAYA ABADI,Perusahaan,BL-8873-NL,ACEH,"JL.B.ACEH-MDN, DSN A BAHAGIA PANGGOI KEL.PANGGOI",85260121700,F,Kuning - Kendaraan Umum,2024-12-18,2025-11-28,BELUM LUNAS,BELUM DIKUNJUNGI
PT PANGGOI JAYA ABADI,Perusahaan,BL-8563-NP,ACEH,JL MEDAN-B.ACEH KEL PANGGOI,81360145337,F,Kuning - Kendaraan Umum,2024-11-04,2025-10-13,BELUM LUNAS,BELUM DIKUNJUNGI
PT PANGGOI JAYA ABADI,Perusahaan,BL-8945-NH,ACEH,JL. BANDA ACEH - MEDAN NO.60 KEL PANGGOI KEC. MUARA DUA KOTA LHOK,81360145337,F,Kuning - Kendaraan Umum,2025-05-27,2026-05-25,BELUM LUNAS,BELUM DIKUNJUNGI
PT PANGGOI JAYA ABADI,Perusahaan,BL-8816-NH,ACEH,JL. BANDA ACEH-MEDAN NO. 60 KEL. COT PANGGOI KEC. MUARA DUA KOTA,81360145337,F,Kuning - Kendaraan Umum,2025-09-22,2026-05-25,LUNAS,BELUM DIKUNJUNGI
PT PANGGOI JAYA ABADI,Perusahaan,BL-8611-NB,ACEH,DUSUN A BAHAGIA KEL. PANGGOI,81360145337,F,Kuning - Kendaraan Umum,2025-07-16,2026-05-21,BELUM LUNAS,BELUM DIKUNJUNGI
PTPANCA KARYA PERKASA,Perusahaan,BL-8671-KS,ACEH,DUSUN TGK. DI COT KEL. MANE TUNONG KEC. MUARA BATU KAB. ACEH UTAR,8523532323,F,Kuning - Kendaraan Umum,2025-05-23,2026-05-24,BELUM LUNAS,BELUM DIKUNJUNGI
PTPANCA KARYA PERKASA,Perusahaan,BL-8723-KS,ACEH,DSN TGK.DI COT DS.MANE TUNONG,81103113112,F,Kuning - Kendaraan Umum,2025-11-22,2026-07-27,BELUM LUNAS,BELUM DIKUNJUNGI
PT PANCA KARYA PERKASA,Perusahaan,BL-8506-NH,ACEH,DUSUN TGK DI COT KEL. MANE TUNONG KEC. MUARA BATU KAB. ACEH UTARA,82367981092,F,Kuning - Kendaraan Umum,2024-11-01,2025-10-04,BELUM LUNAS,BELUM DIKUNJUNGI
PTNUSA INDAH ABADIJAYA,Perusahaan,BL-1797-NB,ACEH,JL.SYAMSYUDDIN AS SUMANTRANI NO.76,81362009595,EU,Kuning - Kendaraan Umum,2025-06-11,2025-11-15,BELUM LUNAS,BELUM DIKUNJUNGI
PTNUSA INDAH ABADI JAYA,Perusahaan,BL-1917-NB,ACEH,JL. SYEEH SYAMSUDDIN AS SUMATRANI NO. 76 KEL. MON GEUDONG KEC. BA,81361527719,EU,Kuning - Kendaraan Umum,2025-06-02,2026-05-29,BELUM LUNAS,BELUM DIKUNJUNGI
PT NUSA INDAH ABADI JAYA,Perusahaan,BL-1891-N,ACEH,JL. SYECH SYAMSUDDIN AS SUMATRANI NO.76 KEL. MON GEUDONG KEC. BAN,85260232263,EU,Kuning - Kendaraan Umum,2025-05-19,2026-05-18,BELUM LUNAS,BELUM DIKUNJUNGI
PTNURI JAYA TRANSPORT,Perusahaan,BL-1760-NB,ACEH,JL.MERDEKA 73 MON GEUDONG,85296134435,EU,Kuning - Kendaraan Umum,2025-05-16,2026-05-17,BELUM LUNAS,BELUM DIKUNJUNGI
PT NURI JAYA TRANSPORT,Perusahaan,BL-7475-NL,ACEH,JL MERDEKA BARAT NO 22 KOMP TERMINAL BUS MON GEUDONG,85260121700,EU,Kuning - Kendaraan Umum,2024-12-03,2025-10-19,BELUM LUNAS,BELUM DIKUNJUNGI
PT NURI JAYA TRANSPORT,Perusahaan,BL-1609-NB,ACEH,JL. MERDEKA BARAT NO. 22 KOMP. TERMINAL KEL. MON GEUDONG KEC. BAN,85263258526,DU,Kuning - Kendaraan Umum,2025-12-22,2026-03-31,BELUM LUNAS,BELUM DIKUNJUNGI
PT NURI JAYA TRANSPORT,Perusahaan,BL-7613-NB,ACEH,KOMPLEK TERMINAL BUS NO. 22 KEL. MON GEUDONG KEC. BANDA SAKTI KOT,0,EU,Kuning - Kendaraan Umum,2024-10-03,2025-10-03,BELUM LUNAS,BELUM DIKUNJUNGI
PT NURI JAYA TRANSPORT,Perusahaan,BL-1706-NB,ACEH,JL. MERDEKA NO. 73 KEL. MON GEUDONG KEC. BANDA SAKTI KOTA LHOKSEU,85260121700,EU,Kuning - Kendaraan Umum,2025-08-01,2026-07-23,BELUM LUNAS,BELUM DIKUNJUNGI
PT NIAGA GAS,Perusahaan,BL-8741-N,ACEH,JL. DARUSSALAM NO.06 GAMPONG UJONG BLANG,81269636363,F,Kuning - Kendaraan Umum,2025-03-11,2025-12-28,BELUM LUNAS,BELUM DIKUNJUNGI
PTMUNARA MAJU UTAMA,Perusahaan,BL-8468-NG,ACEH,JALAN DARUSSALAM GANG KENARI NOMOR 6 KEL. JAWA BARU KEC. BANDA SA,0,F,Hitam - Kendaraan Pribadi,2025-04-17,2026-07-21,BELUM LUNAS,BELUM DIKUNJUNGI
PT MUARA JAYA PERKASA,Perusahaan,BL-8932-KC,ACEH,GAMPONG MEUNASAH BARO,81269098810,F,Kuning - Kendaraan Umum,2025-12-17,2026-05-10,BELUM LUNAS,BELUM DIKUNJUNGI
PT M JUSUF  SONS,Perusahaan,BL-8908-NP,ACEH,JL. CUT MEUTIA NO. 33 LR. III KEL. PUSONG LHOKSEUMAWE KEC. BANDA,0,F,Kuning - Kendaraan Umum,2025-11-12,2026-04-10,LUNAS,BELUM DIKUNJUNGI
PT LHOKNGA SARANA ANDALAS,Perusahaan,BL-8951-NH,ACEH,JL. MERDEKA BARAT NO. 06 CUNDA,85260121700,F,Kuning - Kendaraan Umum,2025-07-15,2026-07-14,LUNAS,BELUM DIKUNJUNGI
PT KIMIA FARMA PERSERO,Perusahaan,BL-1915-NS,ACEH,JL. MERDEKA NO. 47B KEC. BANDA SAKTI KOTA LHOKSEUMAWE,8126965708,DP,Hitam - Kendaraan Pribadi,2025-05-28,2026-05-10,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8807-NH,ACEH,JL. MERDEKA TIMUR NO. 3 A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKS,85260012700,F,Kuning - Kendaraan Umum,2025-10-01,2026-06-23,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8710-NH,ACEH,JL.MERDEKA TIMUR NO.3 A KEL UTEUNKOT,85262211285,F,Kuning - Kendaraan Umum,2024-08-09,2025-08-08,LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8679-NP,ACEH,JL.MERDEKA TIMUR NO.3A KEL UTEUNKOT KEC.MUARA DUA KOTA LHOKSEUMAW,85260121700,F,Kuning - Kendaraan Umum,2025-01-15,2026-01-29,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8653-NP,ACEH,JL.MERDEKA TIMUR NO.3A KEL UTEUENKOT,81373214321,F,Kuning - Kendaraan Umum,2024-12-05,2025-11-11,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8795-NP,ACEH,JL. MERDEKA TIMUR NO. 3 A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKS,85359138873,F,Kuning - Kendaraan Umum,2024-09-23,2025-09-23,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-1930-NB,ACEH,JL. MERDEKA NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSEUMAWE,85260121700,EU,Kuning - Kendaraan Umum,2025-07-22,2026-07-23,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8733-KS,ACEH,KOMPLEK TERMINAL KEUDE GEUDONG,81108116504,F,Kuning - Kendaraan Umum,2024-10-29,2025-10-29,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8704-NP,ACEH,JLN. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKS,0,F,Kuning - Kendaraan Umum,2025-08-13,2026-06-08,LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8642-NH,ACEH,JL. MERDEKA TIMUR NO. 04 05 CUNDA KEC. MUARA DUA KOTA LHOKSEUMAWE,82293997838,F,Kuning - Kendaraan Umum,2024-08-30,2025-08-30,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8803-NH,ACEH,JL. MERDEKA TIMUR NO. 3 A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKS,8527878000,F,Kuning - Kendaraan Umum,2025-10-09,2026-06-04,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8669-NP,ACEH,JL.MERDEKA TIMUR NO.3 A KEL UTEUNKOT,85260121700,F,Kuning - Kendaraan Umum,2024-10-31,2025-12-14,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8601-NP,ACEH,JL.MERDEKA TIMUR NO.3A KEL.UTEUNKOT KEC.MUARA DUA KOTA LHOKSEUMAW,8,F,Kuning - Kendaraan Umum,2025-04-15,2026-03-10,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-7495-NL,ACEH,JLN. MERDEKA TIMUR NOMOR 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHO,85203658458,EU,Kuning - Kendaraan Umum,2025-04-30,2026-03-13,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8864-KS,ACEH,KOMPLEK TERMINAL KEUDE GEUDONG KEC. SAMUDERA KAB. ACEH UTARA,0,F,Kuning - Kendaraan Umum,2025-11-21,2026-08-02,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8319-N,ACEH,JL.MERDEKA TIMUR NO.3A KEL UTEUENKOT,85260121700,F,Kuning - Kendaraan Umum,2025-01-15,2026-04-11,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-7424-NL,ACEH,JLN. MERDEKA TIMUR NO. 3 A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOK,0,EU,Kuning - Kendaraan Umum,2025-07-04,2026-07-06,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-1855-NB,ACEH,"JL.MERDEKA TIMUR NO. 03A KEL. UTEUNKOT,KEC.MUARA DUA",85260121210,EU,Kuning - Kendaraan Umum,2025-02-07,2026-02-03,BELUM LUNAS,BELUM DIKUNJUNGI
PTKHARISMA TRANS PERKASA,Perusahaan,BL-8806-NP,ACEH,JL.MERDEKA TIMUR NO.3A KEL.UTEUNKOT KEC.MUARA DUA KOTA LHOKSEUMAW,0,F,Kuning - Kendaraan Umum,2024-12-30,2025-12-15,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8747-NH,ACEH,JL. MERDEKA TIMUR NO.3A KEL UTEUNKOT,81263636363,F,Kuning - Kendaraan Umum,2024-12-31,2025-12-13,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8759-NP,ACEH,"JL. MERDEKA TIMUR NO. 3A KEL, UTEUNKOT KEC. MUARA DUA KOTA LHOKSE",8126958034,F,Kuning - Kendaraan Umum,2025-03-06,2026-02-17,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8576-NP,ACEH,JL. MERDEKA TIMUR NO. 03 A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOK,85260121700,F,Kuning - Kendaraan Umum,2024-12-19,2025-12-19,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-1289-NB,ACEH,JL. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSE,8111111111,EU,Kuning - Kendaraan Umum,2024-10-29,2025-09-25,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-7518-NL,ACEH,JL. MERDEKA TIMUR NO. 03 A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOK,8136052452,EU,Kuning - Kendaraan Umum,2024-08-06,2025-08-21,LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8924-NP,ACEH,JL. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSE,85262521214,F,Kuning - Kendaraan Umum,2025-01-02,2025-11-27,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-7493-NL,ACEH,JL. MERDEKA TIMUR NO. 3-A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKS,85277774086,EU,Kuning - Kendaraan Umum,2024-11-11,2025-11-08,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-1808-NB,ACEH,JL. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSE,85278780000,EU,Kuning - Kendaraan Umum,2024-10-25,2025-10-25,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-1891-NB,ACEH,JLN.MERDEKA TIMUR NO.3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSEU,811111111,EU,Kuning - Kendaraan Umum,2025-05-28,2026-03-29,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8726-N,ACEH,JL. MERDEKA TIMUR NO.03 A KEL. UTEUNKOT,85260121700,F,Kuning - Kendaraan Umum,2024-10-17,2025-10-09,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8637-N,ACEH,JL. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT,85236991935,F,Kuning - Kendaraan Umum,2025-05-19,2026-05-11,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8540-NP,ACEH,JL. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSE,85260121700,F,Kuning - Kendaraan Umum,2025-05-27,2025-09-28,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8805-N,ACEH,JL. MERDEKA TIMUR NO.03 A KEL. GAMPONG UTEUNKOT,80000000000,F,Kuning - Kendaraan Umum,2024-10-11,2025-10-12,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8857-NH,ACEH,JL. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSE,81365245264,F,Kuning - Kendaraan Umum,2024-12-23,2025-12-28,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-9402-NP,ACEH,JL.MERDEKA TIMUR NO.3A KEL.UTEUNKOT K,85213541108,F,Kuning - Kendaraan Umum,2025-04-22,2026-04-23,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-1411-NL,ACEH,JL. MERDEKA TIMUR NO. 3 A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKS,82166268034,DU,Kuning - Kendaraan Umum,2025-04-11,2026-03-31,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8741-NL,ACEH,JL. MERDEKA TIMUR NO.3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSEU,85260121700,F,Kuning - Kendaraan Umum,2024-10-08,2025-10-19,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8801-NP,ACEH,JL. MERDEKA TIMUR NO. 3 A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKS,80000000,F,Kuning - Kendaraan Umum,2025-09-18,2026-06-30,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8927-NP,ACEH,JL.MERDEKA TIMUR NO.3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSEUM,8527878000,F,Kuning - Kendaraan Umum,2025-04-16,2025-12-04,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8685-NP,ACEH,JL. MERDEKA NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSEUMAWE,86740766746,F,Kuning - Kendaraan Umum,2025-03-27,2026-03-22,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8690-NH,ACEH,JL.MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC MUARA DUA KOTA LHOKSEUM,85260121700,F,Kuning - Kendaraan Umum,2025-11-19,2026-03-04,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8570-NP,ACEH,JL. MERDEKA TIMUR NO. 03 A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOK,85212521252,F,Kuning - Kendaraan Umum,2024-10-25,2025-10-26,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-7614-NB,ACEH,JL. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC. MURA DUA KOTA LHOKSEU,8526371458,EU,Kuning - Kendaraan Umum,2025-01-03,2026-01-07,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8512-NP,ACEH,JL. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSE,80000000000,F,Kuning - Kendaraan Umum,2025-12-22,2026-08-03,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-8735-N,ACEH,JL. MERDEKA TIMUR NO.03 A GAMPONG UTEUNKOT,85261354170,F,Kuning - Kendaraan Umum,2024-11-28,2025-11-30,BELUM LUNAS,BELUM DIKUNJUNGI
PT KHARISMA TRANS PERKASA,Perusahaan,BL-1866-NB,ACEH,JL. MERDEKA TIMUR NO. 3A KEL. UTEUNKOT KEC. MUARA DUA KOTA LHOKSE,81263636363,EU,Kuning - Kendaraan Umum,2025-01-02,2026-01-02,BELUM LUNAS,BELUM DIKUNJUNGI
